,lga,year,lga_population
2998,karratha,2019,22844
2999,karratha,2020,23245
3000,karratha,2021,23412
3001,karratha,2022,23809
3002,karratha,2023,24237
3003,greater dandenong,2013,148502
3004,greater dandenong,2014,152135
3005,greater dandenong,2015,156061
3006,greater dandenong,2016,160222
3007,greater dandenong,2017,162924
3008,greater dandenong,2018,164895
3009,greater dandenong,2019,166296
3010,greater dandenong,2020,165648
3011,greater dandenong,2021,160100
3012,greater dandenong,2022,159294
3013,greater dandenong,2023,163792
3014,bundaberg,2013,93850
3015,bundaberg,2014,94025
3016,bundaberg,2015,94028
3017,bundaberg,2016,94256
3018,bundaberg,2017,95354
3019,bundaberg,2018,96599
3020,bundaberg,2019,97801
3021,bundaberg,2020,98883
3022,bundaberg,2021,100095
3023,bundaberg,2022,102070
3024,bundaberg,2023,104166
3025,unincorporated act,2013,383257
3026,unincorporated act,2014,388799
3027,unincorporated act,2015,395813
3028,unincorporated act,2016,403104
3029,unincorporated act,2017,415046
3030,unincorporated act,2018,426081
3031,unincorporated act,2019,435730
3032,unincorporated act,2020,444903
3033,unincorporated act,2021,452508
3034,unincorporated act,2022,456915
3035,unincorporated act,2023,466566
3036,carpentaria,2013,2146
3037,carpentaria,2014,2112
3038,carpentaria,2015,2092
3039,carpentaria,2016,2051
3040,carpentaria,2017,2034
3041,carpentaria,2018,2050
3042,carpentaria,2019,2089
3043,carpentaria,2020,2118
3044,carpentaria,2021,2158
3045,carpentaria,2022,2170
3046,carpentaria,2023,2212
3047,onkaparinga,2013,166244
3048,onkaparinga,2014,167376
3049,onkaparinga,2015,168433
3050,onkaparinga,2016,169372
3051,onkaparinga,2017,170482
3052,onkaparinga,2018,171631
3053,onkaparinga,2019,173141
3054,onkaparinga,2020,174948
3055,onkaparinga,2021,176595
3056,onkaparinga,2022,178526
3057,onkaparinga,2023,180865
3058,kent,2013,547
3059,kent,2014,556
3060,kent,2015,559
3061,kent,2016,568
3062,kent,2017,554
3063,kent,2018,538
3064,kent,2019,523
3065,kent,2020,511
3066,kent,2021,506
3067,kent,2022,510
3068,kent,2023,524
3069,gunnedah,2013,12481
3070,gunnedah,2014,12468
3071,gunnedah,2015,12447
3072,gunnedah,2016,12491
3073,gunnedah,2017,12662
3074,gunnedah,2018,12799
3075,gunnedah,2019,12921
3076,gunnedah,2020,13024
3077,gunnedah,2021,13088
3078,gunnedah,2022,13143
3079,gunnedah,2023,13280
3080,yilgarn,2013,1539
3081,yilgarn,2014,1426
3082,yilgarn,2015,1314
3083,yilgarn,2016,1213
3084,yilgarn,2017,1209
3085,yilgarn,2018,1204
3086,yilgarn,2019,1206
3087,yilgarn,2020,1208
3088,yilgarn,2021,1205
3089,yilgarn,2022,1198
3090,yilgarn,2023,1198
3091,dubbo regional,2013,49757
3092,dubbo regional,2014,50322
3093,dubbo regional,2015,50847
3094,dubbo regional,2016,51404
3095,dubbo regional,2017,52490
3096,dubbo regional,2018,53575
3097,dubbo regional,2019,54358
3098,dubbo regional,2020,55010
3099,dubbo regional,2021,55528
3100,dubbo regional,2022,55893
3101,dubbo regional,2023,56558
3102,tenterfield,2013,6834
3103,tenterfield,2014,6769
3104,tenterfield,2015,6713
3105,tenterfield,2016,6697
3106,tenterfield,2017,6728
3107,tenterfield,2018,6767
3108,tenterfield,2019,6794
3109,tenterfield,2020,6779
3110,tenterfield,2021,6800
3111,tenterfield,2022,6878
3112,tenterfield,2023,6973
3113,moyne,2013,16431
3114,moyne,2014,16512
3115,moyne,2015,16591
3116,moyne,2016,16737
3117,moyne,2017,16779
3118,moyne,2018,16897
3119,moyne,2019,16997
3120,moyne,2020,17091
3121,moyne,2021,17296
3122,moyne,2022,17478
3123,moyne,2023,17610
3124,stirling,2013,218043
3125,stirling,2014,219372
3126,stirling,2015,220152
3127,stirling,2016,220073
3128,stirling,2017,221986
3129,stirling,2018,224316
3130,stirling,2019,227540
3131,stirling,2020,232404
3132,stirling,2021,234322
3133,stirling,2022,236262
3134,stirling,2023,243871
3135,gannawarra,2013,10526
3136,gannawarra,2014,10534
3137,gannawarra,2015,10536
3138,gannawarra,2016,10567
3139,gannawarra,2017,10602
3140,gannawarra,2018,10601
3141,gannawarra,2019,10562
3142,gannawarra,2020,10575
3143,gannawarra,2021,10615
3144,gannawarra,2022,10534
3145,gannawarra,2023,10420
3146,mukinbudin,2013,545
3147,mukinbudin,2014,549
3148,mukinbudin,2015,551
3149,mukinbudin,2016,553
3150,mukinbudin,2017,558
3151,mukinbudin,2018,563
3152,mukinbudin,2019,575
3153,mukinbudin,2020,580
3154,mukinbudin,2021,593
3155,mukinbudin,2022,587
3156,mukinbudin,2023,600
3157,ballarat,2013,98344
3158,ballarat,2014,99914
3159,ballarat,2015,101479
3160,ballarat,2016,103500
3161,ballarat,2017,105551
3162,ballarat,2018,107608
3163,ballarat,2019,109773
3164,ballarat,2020,111645
3165,ballarat,2021,113504
3166,ballarat,2022,116011
3167,ballarat,2023,118137
3168,canada bay,2013,85568
3169,canada bay,2014,88565
3170,canada bay,2015,90467
3171,canada bay,2016,92534
3172,canada bay,2017,92872
3173,canada bay,2018,92765
3174,canada bay,2019,92609
3175,canada bay,2020,91833
3176,canada bay,2021,89685
3177,canada bay,2022,89236
3178,canada bay,2023,91385
3179,woorabinda,2013,986
3180,woorabinda,2014,990
3181,woorabinda,2015,989
3182,woorabinda,2016,999
3183,woorabinda,2017,997
3184,woorabinda,2018,999
3185,woorabinda,2019,1005
3186,woorabinda,2020,1020
3187,woorabinda,2021,1040
3188,woorabinda,2022,1059
3189,woorabinda,2023,1081
3190,campbelltown (sa),2013,50476
3191,campbelltown (sa),2014,50717
3192,campbelltown (sa),2015,50937
3193,campbelltown (sa),2016,51080
3194,campbelltown (sa),2017,51669
3195,campbelltown (sa),2018,52393
3196,campbelltown (sa),2019,53599
3197,campbelltown (sa),2020,54884
3198,campbelltown (sa),2021,55456
3199,campbelltown (sa),2022,56028
3200,campbelltown (sa),2023,57160
3201,whittlesea,2013,179272
3202,whittlesea,2014,187899
3203,whittlesea,2015,196847
3204,whittlesea,2016,207058
3205,whittlesea,2017,214426
3206,whittlesea,2018,220601
3207,whittlesea,2019,226072
3208,whittlesea,2020,231040
3209,whittlesea,2021,231831
3210,whittlesea,2022,237143
3211,whittlesea,2023,245029
3212,renmark paringa,2013,9588
3213,renmark paringa,2014,9656
3214,renmark paringa,2015,9722
3215,renmark paringa,2016,9780
3216,renmark paringa,2017,9866
3217,renmark paringa,2018,9897
3218,renmark paringa,2019,9954
3219,renmark paringa,2020,9988
3220,renmark paringa,2021,10007
3221,renmark paringa,2022,10036
3222,renmark paringa,2023,10107
3223,bassendean,2013,15828
3224,bassendean,2014,16003
3225,bassendean,2015,15842
3226,bassendean,2016,15613
3227,bassendean,2017,15721
3228,bassendean,2018,15895
3229,bassendean,2019,16089
3230,bassendean,2020,16326
3231,bassendean,2021,16500
3232,bassendean,2022,16612
3233,bassendean,2023,16914
3234,cottesloe,2013,8409
3235,cottesloe,2014,8370
3236,cottesloe,2015,8267
3237,cottesloe,2016,8109
3238,cottesloe,2017,8144
3239,cottesloe,2018,8170
3240,cottesloe,2019,8225
3241,cottesloe,2020,8345
3242,cottesloe,2021,8245
3243,cottesloe,2022,8322
3244,cottesloe,2023,8695
3245,manningham,2013,118357
3246,manningham,2014,119437
3247,manningham,2015,120785
3248,manningham,2016,122570
3249,manningham,2017,124126
3250,manningham,2018,125091
3251,manningham,2019,126873
3252,manningham,2020,127987
3253,manningham,2021,125821
3254,manningham,2022,126570
3255,manningham,2023,129514
3256,yarra ranges,2013,150902
3257,yarra ranges,2014,151968
3258,yarra ranges,2015,153391
3259,yarra ranges,2016,155226
3260,yarra ranges,2017,156696
3261,yarra ranges,2018,157819
3262,yarra ranges,2019,158745
3263,yarra ranges,2020,158876
3264,yarra ranges,2021,157421
3265,yarra ranges,2022,157467
3266,yarra ranges,2023,158694
3267,streaky bay,2013,2194
3268,streaky bay,2014,2180
3269,streaky bay,2015,2164
3270,streaky bay,2016,2168
3271,streaky bay,2017,2173
3272,streaky bay,2018,2183
3273,streaky bay,2019,2196
3274,streaky bay,2020,2219
3275,streaky bay,2021,2241
3276,streaky bay,2022,2257
3277,streaky bay,2023,2278
3278,fremantle,2013,30156
3279,fremantle,2014,30361
3280,fremantle,2015,30405
3281,fremantle,2016,30310
3282,fremantle,2017,30842
3283,fremantle,2018,31287
3284,fremantle,2019,31782
3285,fremantle,2020,32439
3286,fremantle,2021,33112
3287,fremantle,2022,33788
3288,fremantle,2023,35157
3289,shellharbour,2013,67701
3290,shellharbour,2014,68658
3291,shellharbour,2015,69474
3292,shellharbour,2016,70391
3293,shellharbour,2017,71303
3294,shellharbour,2018,72318
3295,shellharbour,2019,73370
3296,shellharbour,2020,74941
3297,shellharbour,2021,76492
3298,shellharbour,2022,78330
3299,shellharbour,2023,79738
3300,gosnells,2013,119381
3301,gosnells,2014,120756
3302,gosnells,2015,121720
3303,gosnells,2016,122011
3304,gosnells,2017,123703
3305,gosnells,2018,125087
3306,gosnells,2019,127017
3307,gosnells,2020,129685
3308,gosnells,2021,131366
3309,gosnells,2022,133064
3310,gosnells,2023,137355
3311,weipa,2013,3811
3312,weipa,2014,3863
3313,weipa,2015,3964
3314,weipa,2016,4040
3315,weipa,2017,4057
3316,weipa,2018,4082
3317,weipa,2019,4112
3318,weipa,2020,4143
3319,weipa,2021,4177
3320,weipa,2022,4214
3321,weipa,2023,4251
3322,boddington,2013,2225
3323,boddington,2014,2132
3324,boddington,2015,2031
3325,boddington,2016,1882
3326,boddington,2017,1846
3327,boddington,2018,1819
3328,boddington,2019,1784
3329,boddington,2020,1751
3330,boddington,2021,1760
3331,boddington,2022,1758
3332,boddington,2023,1786
3333,wollondilly,2013,46399
3334,wollondilly,2014,47445
3335,wollondilly,2015,48562
3336,wollondilly,2016,49854
3337,wollondilly,2017,50912
3338,wollondilly,2018,51972
3339,wollondilly,2019,52826
3340,wollondilly,2020,53618
3341,wollondilly,2021,54196
3342,wollondilly,2022,55801
3343,wollondilly,2023,57616
3344,collie,2013,9464
3345,collie,2014,9369
3346,collie,2015,9132
3347,collie,2016,8856
3348,collie,2017,8882
3349,collie,2018,8918
3350,collie,2019,8939
3351,collie,2020,8956
3352,collie,2021,9086
3353,collie,2022,9153
3354,collie,2023,9295
3355,walgett,2013,6595
3356,walgett,2014,6512
3357,walgett,2015,6419
3358,walgett,2016,6317
3359,walgett,2017,6167
3360,walgett,2018,6004
3361,walgett,2019,5869
3362,walgett,2020,5701
3363,walgett,2021,5588
3364,walgett,2022,5515
3365,walgett,2023,5519
3366,cunderdin,2013,1392
3367,cunderdin,2014,1411
3368,cunderdin,2015,1433
3369,cunderdin,2016,1469
3370,cunderdin,2017,1444
3371,cunderdin,2018,1413
