,lga,year,lga_population
0,nillumbik,2013,63174
1,nillumbik,2014,63433
2,nillumbik,2015,63675
3,nillumbik,2016,64174
4,nillumbik,2017,64414
5,nillumbik,2018,64542
6,nillumbik,2019,64464
7,nillumbik,2020,64322
8,nillumbik,2021,63450
9,nillumbik,2022,63066
10,nillumbik,2023,63264
11,south burnett,2013,32647
12,south burnett,2014,32606
13,south burnett,2015,32589
14,south burnett,2016,32625
15,south burnett,2017,32680
16,south burnett,2018,32698
17,south burnett,2019,32784
18,south burnett,2020,32952
19,south burnett,2021,33323
20,south burnett,2022,33783
21,south burnett,2023,34290
22,maralinga tjarutja,2013,74
23,maralinga tjarutja,2014,70
24,maralinga tjarutja,2015,66
25,maralinga tjarutja,2016,62
26,maralinga tjarutja,2017,68
27,maralinga tjarutja,2018,76
28,maralinga tjarutja,2019,85
29,maralinga tjarutja,2020,93
30,maralinga tjarutja,2021,102
31,maralinga tjarutja,2022,102
32,maralinga tjarutja,2023,102
33,yankalilla,2013,4759
34,yankalilla,2014,4925
35,yankalilla,2015,5095
36,yankalilla,2016,5276
37,yankalilla,2017,5398
38,yankalilla,2018,5519
39,yankalilla,2019,5617
40,yankalilla,2020,5736
41,yankalilla,2021,5931
42,yankalilla,2022,5991
43,yankalilla,2023,6100
44,carnamah,2013,566
45,carnamah,2014,566
46,carnamah,2015,568
47,carnamah,2016,564
48,carnamah,2017,564
49,carnamah,2018,555
50,carnamah,2019,554
51,carnamah,2020,555
52,carnamah,2021,573
53,carnamah,2022,572
54,carnamah,2023,579
55,unincorporated nt,2013,8215
56,unincorporated nt,2014,7970
57,unincorporated nt,2015,7112
58,unincorporated nt,2016,7065
59,unincorporated nt,2017,7034
60,unincorporated nt,2018,7023
61,unincorporated nt,2019,7102
62,unincorporated nt,2020,7263
63,unincorporated nt,2021,7420
64,unincorporated nt,2022,7571
65,unincorporated nt,2023,7713
66,tweed,2013,90226
67,tweed,2014,91139
68,tweed,2015,92261
69,tweed,2016,93742
70,tweed,2017,94597
71,tweed,2018,95355
72,tweed,2019,96068
73,tweed,2020,96857
74,tweed,2021,97216
75,tweed,2022,97966
76,tweed,2023,98967
77,litchfield,2013,22195
78,litchfield,2014,23256
79,litchfield,2015,24757
80,litchfield,2016,25355
81,litchfield,2017,25203
82,litchfield,2018,24498
83,litchfield,2019,23331
84,litchfield,2020,23111
85,litchfield,2021,22879
86,litchfield,2022,23083
87,litchfield,2023,23415
88,burke,2013,506
89,burke,2014,450
90,burke,2015,396
91,burke,2016,342
92,burke,2017,362
93,burke,2018,381
94,burke,2019,399
95,burke,2020,415
96,burke,2021,430
97,burke,2022,432
98,burke,2023,438
99,inverell,2013,17715
100,inverell,2014,17746
101,inverell,2015,17764
102,inverell,2016,17815
103,inverell,2017,17840
104,inverell,2018,17895
105,inverell,2019,17974
106,inverell,2020,17985
107,inverell,2021,17920
108,inverell,2022,17965
109,inverell,2023,18059
110,devonport,2013,25407
111,devonport,2014,25295
112,devonport,2015,25162
113,devonport,2016,25128
114,devonport,2017,25405
115,devonport,2018,25852
116,devonport,2019,26262
117,devonport,2020,26566
118,devonport,2021,26896
119,devonport,2022,26935
120,devonport,2023,26977
121,coffs harbour,2013,72303
122,coffs harbour,2014,73016
123,coffs harbour,2015,73739
124,coffs harbour,2016,74670
125,coffs harbour,2017,75753
126,coffs harbour,2018,76887
127,coffs harbour,2019,77810
128,coffs harbour,2020,78409
129,coffs harbour,2021,78781
130,coffs harbour,2022,79725
131,coffs harbour,2023,80489
132,dardanup,2013,13824
133,dardanup,2014,14036
134,dardanup,2015,14190
135,dardanup,2016,14241
136,dardanup,2017,14413
137,dardanup,2018,14503
138,dardanup,2019,14706
139,dardanup,2020,14931
140,dardanup,2021,15197
141,dardanup,2022,15376
142,dardanup,2023,15685
143,narromine,2013,6761
144,narromine,2014,6721
145,narromine,2015,6668
146,narromine,2016,6617
147,narromine,2017,6596
148,narromine,2018,6584
149,narromine,2019,6565
150,narromine,2020,6521
151,narromine,2021,6448
152,narromine,2022,6429
153,narromine,2023,6443
154,sutherland shire,2013,222549
155,sutherland shire,2014,223921
156,sutherland shire,2015,225218
157,sutherland shire,2016,226461
158,sutherland shire,2017,227428
159,sutherland shire,2018,228239
160,sutherland shire,2019,229213
161,sutherland shire,2020,230379
162,sutherland shire,2021,230994
163,sutherland shire,2022,231845
164,sutherland shire,2023,235029
165,loddon,2013,7518
166,loddon,2014,7513
167,loddon,2015,7531
168,loddon,2016,7558
169,loddon,2017,7569
170,loddon,2018,7602
171,loddon,2019,7629
172,loddon,2020,7657
173,loddon,2021,7703
174,loddon,2022,7750
175,loddon,2023,7747
176,wyndham,2013,190211
177,wyndham,2014,201512
178,wyndham,2015,213815
179,wyndham,2016,227008
180,wyndham,2017,241573
181,wyndham,2018,257010
182,wyndham,2019,273201
183,wyndham,2020,287292
184,wyndham,2021,296322
185,wyndham,2022,309398
186,wyndham,2023,324087
187,oberon,2013,5300
188,oberon,2014,5318
189,oberon,2015,5329
190,oberon,2016,5349
191,oberon,2017,5409
192,oberon,2018,5455
193,oberon,2019,5489
194,oberon,2020,5540
195,oberon,2021,5567
196,oberon,2022,5596
197,oberon,2023,5600
198,kellerberrin,2013,1251
199,kellerberrin,2014,1251
200,kellerberrin,2015,1249
201,kellerberrin,2016,1242
202,kellerberrin,2017,1220
203,kellerberrin,2018,1202
204,kellerberrin,2019,1191
205,kellerberrin,2020,1180
206,kellerberrin,2021,1177
207,kellerberrin,2022,1180
208,kellerberrin,2023,1166
209,wellington,2013,42721
210,wellington,2014,42948
211,wellington,2015,43172
212,wellington,2016,43530
213,wellington,2017,43872
214,wellington,2018,44233
215,wellington,2019,44676
216,wellington,2020,45105
217,wellington,2021,45469
218,wellington,2022,45818
219,wellington,2023,46124
220,charles sturt,2013,111324
221,charles sturt,2014,112846
222,charles sturt,2015,114125
223,charles sturt,2016,114980
224,charles sturt,2017,116438
225,charles sturt,2018,118160
226,charles sturt,2019,120098
227,charles sturt,2020,122119
228,charles sturt,2021,123105
229,charles sturt,2022,124865
230,charles sturt,2023,127440
231,nungarin,2013,254
232,nungarin,2014,256
233,nungarin,2015,259
234,nungarin,2016,259
235,nungarin,2017,257
236,nungarin,2018,257
237,nungarin,2019,261
238,nungarin,2020,261
239,nungarin,2021,263
240,nungarin,2022,261
241,nungarin,2023,256
242,bass coast,2013,31331
243,bass coast,2014,31917
244,bass coast,2015,32576
245,bass coast,2016,33464
246,bass coast,2017,34748
247,bass coast,2018,36083
248,bass coast,2019,37440
249,bass coast,2020,38950
250,bass coast,2021,40675
251,bass coast,2022,41813
252,bass coast,2023,42729
253,mareeba,2013,21379
254,mareeba,2014,21542
255,mareeba,2015,21812
256,mareeba,2016,22038
257,mareeba,2017,22227
258,mareeba,2018,22501
259,mareeba,2019,22681
260,mareeba,2020,23010
261,mareeba,2021,23171
262,mareeba,2022,23367
263,mareeba,2023,23702
264,mount magnet,2013,661
265,mount magnet,2014,615
266,mount magnet,2015,563
267,mount magnet,2016,507
268,mount magnet,2017,542
269,mount magnet,2018,560
270,mount magnet,2019,599
271,mount magnet,2020,643
272,mount magnet,2021,699
273,mount magnet,2022,701
274,mount magnet,2023,701
275,belmont,2013,39919
276,belmont,2014,40531
277,belmont,2015,41055
278,belmont,2016,41448
279,belmont,2017,41683
280,belmont,2018,41872
281,belmont,2019,42719
282,belmont,2020,43614
283,belmont,2021,43868
284,belmont,2022,44364
285,belmont,2023,45976
286,toodyay,2013,4682
287,toodyay,2014,4620
288,toodyay,2015,4535
289,toodyay,2016,4461
290,toodyay,2017,4513
291,toodyay,2018,4520
292,toodyay,2019,4570
293,toodyay,2020,4611
294,toodyay,2021,4709
295,toodyay,2022,4814
296,toodyay,2023,4954
297,carrathool,2013,2797
298,carrathool,2014,2800
299,carrathool,2015,2766
300,carrathool,2016,2793
301,carrathool,2017,2825
302,carrathool,2018,2864
303,carrathool,2019,2863
304,carrathool,2020,2892
305,carrathool,2021,2873
306,carrathool,2022,2829
307,carrathool,2023,2765
308,edward river,2013,8929
309,edward river,2014,8962
310,edward river,2015,9012
311,edward river,2016,8991
312,edward river,2017,8847
313,edward river,2018,8728
314,edward river,2019,8657
315,edward river,2020,8547
316,edward river,2021,8437
317,edward river,2022,8456
318,edward river,2023,8430
319,east gippsland,2013,43809
320,east gippsland,2014,44277
321,east gippsland,2015,44868
322,east gippsland,2016,45600
323,east gippsland,2017,46219
324,east gippsland,2018,46881
325,east gippsland,2019,47464
326,east gippsland,2020,47874
327,east gippsland,2021,48477
328,east gippsland,2022,48939
329,east gippsland,2023,49179
330,cook,2013,4222
331,cook,2014,4065
332,cook,2015,4217
333,cook,2016,4302
334,cook,2017,4414
335,cook,2018,4471
336,cook,2019,4532
337,cook,2020,4579
338,cook,2021,4631
339,cook,2022,4673
340,cook,2023,4761
341,whitsunday,2013,34113
342,whitsunday,2014,34362
343,whitsunday,2015,34509
344,whitsunday,2016,34538
345,whitsunday,2017,35083
346,whitsunday,2018,35651
347,whitsunday,2019,36266
348,whitsunday,2020,37105
349,whitsunday,2021,37642
350,whitsunday,2022,38509
351,whitsunday,2023,39712
352,berri barmera,2013,10804
353,berri barmera,2014,10847
354,berri barmera,2015,10854
355,berri barmera,2016,10835
356,berri barmera,2017,10833
357,berri barmera,2018,10826
358,berri barmera,2019,10812
359,berri barmera,2020,10800
360,berri barmera,2021,10741
361,berri barmera,2022,10710
362,berri barmera,2023,10730
363,prospect,2013,20959
364,prospect,2014,21050
365,prospect,2015,21096
366,prospect,2016,21124
367,prospect,2017,21272
368,prospect,2018,21460
369,prospect,2019,21841
370,prospect,2020,22234
371,prospect,2021,22487
372,prospect,2022,22750
373,prospect,2023,23137
374,wyndham-east kimberley,2013,8243
375,wyndham-east kimberley,2014,8020
376,wyndham-east kimberley,2015,7780
377,wyndham-east kimberley,2016,7478
378,wyndham-east kimberley,2017,7508
379,wyndham-east kimberley,2018,7561
380,wyndham-east kimberley,2019,7741
381,wyndham-east kimberley,2020,7904
382,wyndham-east kimberley,2021,8050
383,wyndham-east kimberley,2022,8064
384,wyndham-east kimberley,2023,8209
385,central goldfields,2013,12815
386,central goldfields,2014,12884
387,central goldfields,2015,12950
388,central goldfields,2016,13087
389,central goldfields,2017,13200
390,central goldfields,2018,13330
391,central goldfields,2019,13349
392,central goldfields,2020,13304
393,central goldfields,2021,13388
394,central goldfields,2022,13520
395,central goldfields,2023,13574
396,moira,2013,28905
397,moira,2014,29100
398,moira,2015,29288
399,moira,2016,29486
400,moira,2017,29717
401,moira,2018,29910
402,moira,2019,30099
403,moira,2020,30298
404,moira,2021,30367
405,moira,2022,30584
406,moira,2023,30775
407,kingston (sa),2013,2380
408,kingston (sa),2014,2392
409,kingston (sa),2015,2403
410,kingston (sa),2016,2415
411,kingston (sa),2017,2400
412,kingston (sa),2018,2362
413,kingston (sa),2019,2355
414,kingston (sa),2020,2359
415,kingston (sa),2021,2375
416,kingston (sa),2022,2376
417,kingston (sa),2023,2393
418,wiluna,2013,1131
419,wiluna,2014,1020
420,wiluna,2015,894
421,wiluna,2016,767
422,wiluna,2017,706
423,wiluna,2018,657
424,wiluna,2019,611
425,wiluna,2020,587
426,wiluna,2021,570
427,wiluna,2022,572
428,wiluna,2023,568
429,liverpool,2013,196122
430,liverpool,2014,200725
431,liverpool,2015,206205
432,liverpool,2016,211983
433,liverpool,2017,217465
434,liverpool,2018,222410
435,liverpool,2019,227187
436,liverpool,2020,231268
437,liverpool,2021,234505
438,liverpool,2022,239774
439,liverpool,2023,247672
440,armidale regional,2013,28895
441,armidale regional,2014,29015
442,armidale regional,2015,29160
443,armidale regional,2016,29310
444,armidale regional,2017,29519
445,armidale regional,2018,29631
446,armidale regional,2019,29701
447,armidale regional,2020,29600
448,armidale regional,2021,29332
449,armidale regional,2022,29361
450,armidale regional,2023,29594
451,forbes,2013,9608
452,forbes,2014,9698
453,forbes,2015,9750
454,forbes,2016,9817
455,forbes,2017,9725
456,forbes,2018,9664
457,forbes,2019,9590
458,forbes,2020,9502
459,forbes,2021,9385
460,forbes,2022,9338
461,forbes,2023,9300
462,torres,2013,3647
463,torres,2014,3717
464,torres,2015,3753
465,torres,2016,3799
466,torres,2017,3784
467,torres,2018,3721
468,torres,2019,3652
469,torres,2020,3589
470,torres,2021,3532
471,torres,2022,3517
472,torres,2023,3502
473,coomalie,2013,1369
474,coomalie,2014,1374
475,coomalie,2015,1396
476,coomalie,2016,1412
477,coomalie,2017,1428
478,coomalie,2018,1414
479,coomalie,2019,1411
480,coomalie,2020,1410
481,coomalie,2021,1400
482,coomalie,2022,1396
483,coomalie,2023,1421
484,towong,2013,5961
485,towong,2014,5982
486,towong,2015,6005
487,towong,2016,6046
488,towong,2017,6064
489,towong,2018,6100
490,towong,2019,6142
491,towong,2020,6170
492,towong,2021,6186
493,towong,2022,6198
494,towong,2023,6243
495,copper coast,2013,13747
496,copper coast,2014,14024
497,copper coast,2015,14266
498,copper coast,2016,14472
499,copper coast,2017,14636
500,copper coast,2018,14810
501,copper coast,2019,14962
502,copper coast,2020,15109
503,copper coast,2021,15338
504,copper coast,2022,15643
505,copper coast,2023,15951
506,mingenew,2013,487
507,mingenew,2014,482
508,mingenew,2015,474
509,mingenew,2016,465
510,mingenew,2017,450
511,mingenew,2018,434
512,mingenew,2019,430
513,mingenew,2020,421
514,mingenew,2021,423
515,mingenew,2022,423
516,mingenew,2023,417
517,koorda,2013,446
518,koorda,2014,440
519,koorda,2015,437
520,koorda,2016,428
521,koorda,2017,416
522,koorda,2018,400
523,koorda,2019,391
524,koorda,2020,382
525,koorda,2021,373
526,koorda,2022,374
527,koorda,2023,371
528,clarence valley,2013,51443
529,clarence valley,2014,51498
530,clarence valley,2015,51547
531,clarence valley,2016,51622
532,clarence valley,2017,51953
533,clarence valley,2018,52301
534,clarence valley,2019,52604
535,clarence valley,2020,52893
536,clarence valley,2021,54212
537,clarence valley,2022,54659
538,clarence valley,2023,55323
539,hilltops,2013,18783
540,hilltops,2014,18776
541,hilltops,2015,18760
542,hilltops,2016,18756
543,hilltops,2017,18906
544,hilltops,2018,19019
545,hilltops,2019,19131
546,hilltops,2020,19205
547,hilltops,2021,19223
548,hilltops,2022,19238
549,hilltops,2023,19255
550,penrith,2013,190527
551,penrith,2014,193765
552,penrith,2015,197678
553,penrith,2016,201597
554,penrith,2017,205517
555,penrith,2018,209578
556,penrith,2019,213534
557,penrith,2020,216922
558,penrith,2021,219239
559,penrith,2022,220915
560,penrith,2023,224483
561,central highlands (tas.),2013,2278
562,central highlands (tas.),2014,2239
563,central highlands (tas.),2015,2203
564,central highlands (tas.),2016,2169
565,central highlands (tas.),2017,2222
566,central highlands (tas.),2018,2296
567,central highlands (tas.),2019,2377
568,central highlands (tas.),2020,2473
569,central highlands (tas.),2021,2579
570,central highlands (tas.),2022,2586
571,central highlands (tas.),2023,2595
572,indigo,2013,15605
573,indigo,2014,15732
574,indigo,2015,15922
575,indigo,2016,16165
576,indigo,2017,16390
577,indigo,2018,16613
578,indigo,2019,16876
579,indigo,2020,17115
580,indigo,2021,17251
581,indigo,2022,17425
582,indigo,2023,17662
583,port adelaide enfield,2013,119876
584,port adelaide enfield,2014,121422
585,port adelaide enfield,2015,122766
586,port adelaide enfield,2016,124007
587,port adelaide enfield,2017,125690
588,port adelaide enfield,2018,127684
589,port adelaide enfield,2019,130293
590,port adelaide enfield,2020,132967
591,port adelaide enfield,2021,134131
592,port adelaide enfield,2022,135822
593,port adelaide enfield,2023,138585
594,tasman,2013,2356
595,tasman,2014,2389
596,tasman,2015,2391
597,tasman,2016,2389
598,tasman,2017,2405
599,tasman,2018,2443
600,tasman,2019,2486
601,tasman,2020,2560
602,tasman,2021,2643
603,tasman,2022,2676
604,tasman,2023,2686
605,ku-ring-gai,2013,118195
606,ku-ring-gai,2014,119851
607,ku-ring-gai,2015,121315
608,ku-ring-gai,2016,122472
609,ku-ring-gai,2017,124122
610,ku-ring-gai,2018,125528
611,ku-ring-gai,2019,126364
612,ku-ring-gai,2020,126438
613,ku-ring-gai,2021,124703
614,ku-ring-gai,2022,124205
615,ku-ring-gai,2023,126983
616,central highlands (qld),2013,29782
617,central highlands (qld),2014,29598
618,central highlands (qld),2015,29143
619,central highlands (qld),2016,28690
620,central highlands (qld),2017,28573
621,central highlands (qld),2018,28572
622,central highlands (qld),2019,28574
623,central highlands (qld),2020,28524
624,central highlands (qld),2021,28298
625,central highlands (qld),2022,28530
626,central highlands (qld),2023,28973
627,yarrabah,2013,2686
628,yarrabah,2014,2694
629,yarrabah,2015,2695
630,yarrabah,2016,2702
631,yarrabah,2017,2663
632,yarrabah,2018,2643
633,yarrabah,2019,2621
634,yarrabah,2020,2606
635,yarrabah,2021,2597
636,yarrabah,2022,2619
637,yarrabah,2023,2640
638,south gippsland,2013,28273
639,south gippsland,2014,28521
640,south gippsland,2015,28781
641,south gippsland,2016,29122
642,south gippsland,2017,29361
643,south gippsland,2018,29604
644,south gippsland,2019,29923
645,south gippsland,2020,30272
646,south gippsland,2021,30388
647,south gippsland,2022,30708
648,south gippsland,2023,30823
649,bunbury,2013,32951
650,bunbury,2014,32941
651,bunbury,2015,32872
652,bunbury,2016,32574
653,bunbury,2017,32758
654,bunbury,2018,32897
655,bunbury,2019,33267
656,bunbury,2020,33769
657,bunbury,2021,34137
658,bunbury,2022,34417
659,bunbury,2023,34768
660,capel,2013,16483
661,capel,2014,16934
662,capel,2015,17250
663,capel,2016,17375
664,capel,2017,17696
665,capel,2018,18001
666,capel,2019,18205
667,capel,2020,18492
668,capel,2021,18776
669,capel,2022,19012
670,capel,2023,19335
671,wattle range,2013,11935
672,wattle range,2014,11982
673,wattle range,2015,12010
674,wattle range,2016,12022
675,wattle range,2017,12034
676,wattle range,2018,12046
677,wattle range,2019,12043
678,wattle range,2020,12058
679,wattle range,2021,12127
680,wattle range,2022,12178
681,wattle range,2023,12257
682,blacktown,2013,324797
683,blacktown,2014,331825
684,blacktown,2015,339449
685,blacktown,2016,348030
686,blacktown,2017,359591
687,blacktown,2018,369384
688,blacktown,2019,380186
689,blacktown,2020,391911
690,blacktown,2021,399925
691,blacktown,2022,410944
692,blacktown,2023,426202
693,muswellbrook,2013,16415
694,muswellbrook,2014,16431
695,muswellbrook,2015,16435
696,muswellbrook,2016,16462
697,muswellbrook,2017,16519
698,muswellbrook,2018,16520
699,muswellbrook,2019,16554
700,muswellbrook,2020,16539
701,muswellbrook,2021,16469
702,muswellbrook,2022,16540
703,muswellbrook,2023,16778
704,tamworth regional,2013,59240
705,tamworth regional,2014,59872
706,tamworth regional,2015,60432
707,tamworth regional,2016,60990
708,tamworth regional,2017,61758
709,tamworth regional,2018,62511
710,tamworth regional,2019,63183
711,tamworth regional,2020,63405
712,tamworth regional,2021,63670
713,tamworth regional,2022,64520
714,tamworth regional,2023,65246
715,hope vale,2013,1043
716,hope vale,2014,1030
717,hope vale,2015,1009
718,hope vale,2016,1014
719,hope vale,2017,1005
720,hope vale,2018,1011
721,hope vale,2019,1013
722,hope vale,2020,1007
723,hope vale,2021,998
724,hope vale,2022,1004
725,hope vale,2023,1026
726,greater hume shire,2013,10220
727,greater hume shire,2014,10318
728,greater hume shire,2015,10441
729,greater hume shire,2016,10519
730,greater hume shire,2017,10601
731,greater hume shire,2018,10701
732,greater hume shire,2019,10801
733,greater hume shire,2020,10931
734,greater hume shire,2021,11109
735,greater hume shire,2022,11266
736,greater hume shire,2023,11445
737,barkly,2013,7810
738,barkly,2014,7663
739,barkly,2015,7572
740,barkly,2016,7426
741,barkly,2017,7342
742,barkly,2018,7257
743,barkly,2019,7212
744,barkly,2020,7228
745,barkly,2021,7189
746,barkly,2022,7212
747,barkly,2023,7239
748,robe,2013,1425
749,robe,2014,1425
750,robe,2015,1423
751,robe,2016,1413
752,robe,2017,1435
753,robe,2018,1471
754,robe,2019,1490
755,robe,2020,1526
756,robe,2021,1568
757,robe,2022,1588
758,robe,2023,1603
759,paroo,2013,1849
760,paroo,2014,1807
761,paroo,2015,1734
762,paroo,2016,1668
763,paroo,2017,1679
764,paroo,2018,1666
765,paroo,2019,1671
766,paroo,2020,1683
767,paroo,2021,1707
768,paroo,2022,1712
769,paroo,2023,1725
770,carnarvon,2013,6034
771,carnarvon,2014,5951
772,carnarvon,2015,5844
773,carnarvon,2016,5713
774,carnarvon,2017,5652
775,carnarvon,2018,5574
776,carnarvon,2019,5497
777,carnarvon,2020,5491
778,carnarvon,2021,5520
779,carnarvon,2022,5522
780,carnarvon,2023,5528
781,coolamon,2013,4328
782,coolamon,2014,4357
783,coolamon,2015,4366
784,coolamon,2016,4390
785,coolamon,2017,4423
786,coolamon,2018,4415
787,coolamon,2019,4413
788,coolamon,2020,4404
789,coolamon,2021,4403
790,coolamon,2022,4465
791,coolamon,2023,4549
792,gold coast,2013,540687
793,gold coast,2014,550718
794,gold coast,2015,561629
795,gold coast,2016,575303
796,gold coast,2017,589101
797,gold coast,2018,602443
798,gold coast,2019,614435
799,gold coast,2020,626342
800,gold coast,2021,633598
801,gold coast,2022,647178
802,gold coast,2023,666087
803,adelaide hills,2013,39687
804,adelaide hills,2014,39657
805,adelaide hills,2015,39630
806,adelaide hills,2016,39632
807,adelaide hills,2017,39875
808,adelaide hills,2018,40173
809,adelaide hills,2019,40587
810,adelaide hills,2020,40969
811,adelaide hills,2021,41237
812,adelaide hills,2022,41408
813,adelaide hills,2023,41842
814,goulburn mulwaree,2013,29187
815,goulburn mulwaree,2014,29486
816,goulburn mulwaree,2015,29815
817,goulburn mulwaree,2016,30261
818,goulburn mulwaree,2017,30642
819,goulburn mulwaree,2018,31072
820,goulburn mulwaree,2019,31490
821,goulburn mulwaree,2020,31934
822,goulburn mulwaree,2021,32150
823,goulburn mulwaree,2022,32428
824,goulburn mulwaree,2023,32710
825,upper lachlan shire,2013,7594
826,upper lachlan shire,2014,7722
827,upper lachlan shire,2015,7804
828,upper lachlan shire,2016,7853
829,upper lachlan shire,2017,8003
830,upper lachlan shire,2018,8097
831,upper lachlan shire,2019,8220
832,upper lachlan shire,2020,8378
833,upper lachlan shire,2021,8494
834,upper lachlan shire,2022,8550
835,upper lachlan shire,2023,8706
836,elliston,2013,1067
837,elliston,2014,1068
838,elliston,2015,1071
839,elliston,2016,1070
840,elliston,2017,1071
841,elliston,2018,1059
842,elliston,2019,1050
843,elliston,2020,1046
844,elliston,2021,1038
845,elliston,2022,1032
846,elliston,2023,1041
847,yass valley,2013,16010
848,yass valley,2014,16188
849,yass valley,2015,16356
850,yass valley,2016,16568
851,yass valley,2017,16669
852,yass valley,2018,16796
853,yass valley,2019,16941
854,yass valley,2020,17092
855,yass valley,2021,17240
856,yass valley,2022,17379
857,yass valley,2023,17477
858,swan hill,2013,21003
859,swan hill,2014,20940
860,swan hill,2015,20893
861,swan hill,2016,20896
862,swan hill,2017,21069
863,swan hill,2018,21240
864,swan hill,2019,21407
865,swan hill,2020,21499
866,swan hill,2021,21381
867,swan hill,2022,21239
868,swan hill,2023,21212
869,denmark,2013,5804
870,denmark,2014,5872
871,denmark,2015,5957
872,denmark,2016,6018
873,denmark,2017,6133
874,denmark,2018,6165
875,denmark,2019,6235
876,denmark,2020,6398
877,denmark,2021,6468
878,denmark,2022,6539
879,denmark,2023,6618
880,merredin,2013,3379
881,merredin,2014,3380
882,merredin,2015,3385
883,merredin,2016,3395
884,merredin,2017,3385
885,merredin,2018,3349
886,merredin,2019,3286
887,merredin,2020,3254
888,merredin,2021,3221
889,merredin,2022,3235
890,merredin,2023,3268
891,buloke,2013,6388
892,buloke,2014,6335
893,buloke,2015,6306
894,buloke,2016,6284
895,buloke,2017,6221
896,buloke,2018,6214
897,buloke,2019,6166
898,buloke,2020,6156
899,buloke,2021,6132
900,buloke,2022,6120
901,buloke,2023,6040
902,greater bendigo,2013,105957
903,greater bendigo,2014,107955
904,greater bendigo,2015,109908
905,greater bendigo,2016,112267
906,greater bendigo,2017,114265
907,greater bendigo,2018,116186
908,greater bendigo,2019,118214
909,greater bendigo,2020,119958
910,greater bendigo,2021,121272
911,greater bendigo,2022,122704
912,greater bendigo,2023,124174
913,kojonup,2013,2044
914,kojonup,2014,2029
915,kojonup,2015,2027
916,kojonup,2016,2010
917,kojonup,2017,2013
918,kojonup,2018,2009
919,kojonup,2019,1979
920,kojonup,2020,1964
921,kojonup,2021,1963
922,kojonup,2022,1976
923,kojonup,2023,1967
924,cassowary coast,2013,28950
925,cassowary coast,2014,29038
926,cassowary coast,2015,29098
927,cassowary coast,2016,29287
928,cassowary coast,2017,29442
929,cassowary coast,2018,29536
930,cassowary coast,2019,29564
931,cassowary coast,2020,29608
932,cassowary coast,2021,29511
933,cassowary coast,2022,29605
934,cassowary coast,2023,29972
935,tea tree gully,2013,98558
936,tea tree gully,2014,98726
937,tea tree gully,2015,98983
938,tea tree gully,2016,99153
939,tea tree gully,2017,99567
940,tea tree gully,2018,100132
941,tea tree gully,2019,100837
942,tea tree gully,2020,101613
943,tea tree gully,2021,102044
944,tea tree gully,2022,102610
945,tea tree gully,2023,103685
946,bruce rock,2013,988
947,bruce rock,2014,966
948,bruce rock,2015,955
949,bruce rock,2016,941
950,bruce rock,2017,953
951,bruce rock,2018,964
952,bruce rock,2019,982
953,bruce rock,2020,1000
954,bruce rock,2021,1016
955,bruce rock,2022,1020
956,bruce rock,2023,1043
957,corrigin,2013,1147
958,corrigin,2014,1161
959,corrigin,2015,1168
960,corrigin,2016,1193
961,corrigin,2017,1153
962,corrigin,2018,1102
963,corrigin,2019,1067
964,corrigin,2020,1044
965,corrigin,2021,1028
966,corrigin,2022,1023
967,corrigin,2023,1029
968,king island,2013,1619
969,king island,2014,1611
970,king island,2015,1599
971,king island,2016,1594
972,king island,2017,1600
973,king island,2018,1616
974,king island,2019,1633
975,king island,2020,1639
976,king island,2021,1652
977,king island,2022,1675
978,king island,2023,1648
979,rockingham,2013,119300
980,rockingham,2014,123038
981,rockingham,2015,126012
982,rockingham,2016,128992
983,rockingham,2017,130672
984,rockingham,2018,132911
985,rockingham,2019,135440
986,rockingham,2020,137931
987,rockingham,2021,140584
988,rockingham,2022,143754
989,rockingham,2023,148822
990,bega valley,2013,33430
991,bega valley,2014,33562
992,bega valley,2015,33713
993,bega valley,2016,33941
994,bega valley,2017,34287
995,bega valley,2018,34674
996,bega valley,2019,35026
997,bega valley,2020,35428
998,bega valley,2021,35770
999,bega valley,2022,35985
1000,bega valley,2023,36279
1001,richmond valley,2013,22981
1002,richmond valley,2014,23087
1003,richmond valley,2015,23148
1004,richmond valley,2016,23256
1005,richmond valley,2017,23336
1006,richmond valley,2018,23446
1007,richmond valley,2019,23525
1008,richmond valley,2020,23593
1009,richmond valley,2021,23595
1010,richmond valley,2022,23700
1011,richmond valley,2023,23705
1012,southern grampians,2013,16355
1013,southern grampians,2014,16255
1014,southern grampians,2015,16162
1015,southern grampians,2016,16123
1016,southern grampians,2017,16207
1017,southern grampians,2018,16291
1018,southern grampians,2019,16378
1019,southern grampians,2020,16506
1020,southern grampians,2021,16492
1021,southern grampians,2022,16401
1022,southern grampians,2023,16470
1023,livingstone,2013,35279
1024,livingstone,2014,36063
1025,livingstone,2015,36579
1026,livingstone,2016,36950
1027,livingstone,2017,37452
1028,livingstone,2018,37950
1029,livingstone,2019,38548
1030,livingstone,2020,39206
1031,livingstone,2021,39877
1032,livingstone,2022,40901
1033,livingstone,2023,41906
1034,wanneroo,2013,176627
1035,wanneroo,2014,182385
1036,wanneroo,2015,188278
1037,wanneroo,2016,194779
1038,wanneroo,2017,199194
1039,wanneroo,2018,203526
1040,wanneroo,2019,208263
1041,wanneroo,2020,212823
1042,wanneroo,2021,216422
1043,wanneroo,2022,221257
1044,wanneroo,2023,229438
